step,time_sec,active_samples,solver_time_sec,grad_norm,solver_ret,energy_main,energy_sub0,energy_sub1
300,0.3,0,0.038682,3.57092e-05,1,-486.06,48.9871,
301,0.301,0,0.034231,0.000125685,1,-476.585,47.9051,
302,0.302,0,0.116586,4.18482e-08,0,-467.658,46.3806,
303,0.303,0,0.055066,6.25442e-05,1,-459.283,44.4279,
304,0.304,0,0.074589,3.14405e-05,1,-451.445,42.0796,
305,0.305,0,0.011539,7.28777e-08,0,-444.111,39.3862,
306,0.306,0,0.081335,8.1689e-08,0,-437.231,36.415,
307,0.307,0,0.010804,8.22318e-08,0,-430.735,33.2466,
308,0.308,0,0.011611,7.26733e-08,0,-424.542,29.9721,
309,0.309,0,0.01065,5.65849e-08,0,-418.56,26.6885,
310,0.31,0,0.011377,4.92588e-08,0,-412.69,23.4948,
311,0.311,0,0.038911,6.46399e-05,1,-406.833,20.4874,
312,0.312,0,0.033189,0.000181291,1,-400.891,17.7563,
313,0.313,0,0.011635,1.2779e-07,0,-394.772,15.3809,
314,0.314,0,0.011257,1.46821e-07,0,-388.397,13.4278,
315,0.315,0,0.011766,1.55288e-07,0,-381.699,11.9475,
316,0.316,0,0.056392,2.59182e-05,1,-374.626,10.9734,
317,0.317,0,0.046107,2.65789e-05,1,-367.146,10.5208,
318,0.318,0,0.050093,0.000100369,1,-359.242,10.587,
319,0.319,0,0.085956,0.000101667,1,-350.917,11.1526,
320,0.32,0,0.01072,6.88994e-08,0,-342.193,12.1826,
321,0.321,0,0.043339,1.15946e-05,1,-333.103,13.6295,
322,0.322,0,0.042744,1.42591e-05,1,-323.696,15.4353,
323,0.323,0,0.059978,3.53877e-05,1,-314.031,17.5343,
324,0.324,0,0.019103,1.01975e-06,0,-304.173,19.856,
325,0.325,0,0.079205,9.52353e-06,1,-294.194,22.3269,
326,0.326,0,0.021295,1.37222e-08,0,-284.168,24.8725,
327,0.327,0,0.101043,2.76799e-05,1,-274.168,27.419,
328,0.328,0,0.010926,1.21869e-08,0,-264.27,29.894,
329,0.329,0,0.04322,2.12654e-06,0,-254.545,32.2275,
330,0.33,0,0.015029,5.67675e-09,0,-245.064,34.3527,
331,0.331,0,0.043194,1.18593e-05,1,-235.894,36.2069,
332,0.332,0,0.050207,1.55809e-05,1,-227.097,37.7322,
333,0.333,0,0.013736,1.52969e-08,0,-218.732,38.8772,
334,0.334,0,0.09395,2.2741e-06,0,-210.85,39.5983,
335,0.335,0,0.016648,4.07535e-09,0,-203.496,39.8612,
336,0.336,0,0.026487,1.10104e-05,1,-196.704,39.6429,
337,0.337,0,0.013156,1.31527e-08,0,-190.498,38.9333,
338,0.338,0,0.010943,1.3829e-08,0,-184.887,37.7366,
339,0.339,0,0.010855,1.89922e-08,0,-179.868,36.0721,
340,0.34,0,0.036632,2.58545e-05,1,-175.422,33.975,
341,0.341,0,0.011543,3.56914e-08,0,-171.512,31.496,
342,0.342,0,0.072913,1.77101e-05,1,-168.089,28.7006,
343,0.343,0,0.069284,2.37396e-05,1,-165.085,25.6672,
344,0.34400000000000003,0,0.042047,8.41284e-06,1,-162.422,22.4847,
345,0.34500000000000003,0,0.013849,5.15882e-08,0,-160.01,19.2501,
346,0.34600000000000003,0,0.061214,5.65731e-05,1,-157.751,16.0642,
347,0.34700000000000003,0,0.018283,4.38168e-08,0,-155.544,13.0286,
348,0.34800000000000003,0,0.02324,6.41292e-09,0,-153.284,10.2415,
349,0.34900000000000003,0,0.02733,1.78412e-06,0,-150.874,7.79354,
350,0.35000000000000003,0,0.046102,8.3398e-06,1,-148.222,5.76456,
351,0.35100000000000003,0,0.048018,9.57497e-06,1,-145.247,4.22014,
352,0.352,0,0.01294,1.15236e-08,0,-141.883,3.20904,
353,0.353,0,0.013067,7.74507e-09,0,-138.08,2.76109,
354,0.354,0,0.012917,5.25337e-09,0,-133.81,2.88609,
355,0.355,0,0.011287,3.61501e-09,0,-129.061,3.57332,
356,0.356,0,0.032013,1.69511e-09,0,-123.845,4.79203,
357,0.357,0,0.011626,2.93498e-09,0,-118.193,6.49263,
358,0.358,0,0.073252,2.55998e-09,0,-112.155,8.60865,
359,0.359,0,0.010178,4.87572e-09,0,-105.798,11.0593,
360,0.36,0,0.01091,6.18988e-09,0,-99.2032,13.7528,
361,0.361,0,0.011155,7.50299e-09,0,-92.4643,16.5894,
