step,time_sec,active_samples,solver_time_sec,grad_norm,solver_ret,energy_main,energy_sub0,energy_sub1
336,0.336,370,0.022448,4.62e-07,0,-1501.26,7.98375,29.0166
337,0.337,340,0.160964,2.94455e-05,0,-1489.05,8.32625,24.2666
338,0.338,313,0.014386,2.50007e-07,0,-1476.12,8.76712,20.1535
339,0.339,286,0.095706,0.000275951,0,-1462.55,9.27122,16.6213
340,0.34,262,0.087967,3.37969e-05,0,-1448.44,9.80585,13.6114
341,0.341,235,0.114938,1.7899e-05,0,-1433.89,10.341,11.0705
342,0.342,213,0.015649,1.22777e-07,0,-1418.98,10.8493,8.94558
343,0.343,187,0.129145,0.000130281,0,-1403.8,11.3061,7.18299
344,0.34400000000000003,157,0.017893,2.6177e-08,0,-1388.42,11.6892,5.7257
345,0.34500000000000003,136,0.014633,9.35228e-08,0,-1372.93,11.9793,4.52591
346,0.34600000000000003,114,0.032675,0.000190571,0,-1357.38,12.1602,3.54475
347,0.34700000000000003,99,0.066632,0.000116235,0,-1341.84,12.2195,2.74987
348,0.34800000000000003,85,0.017319,1.9373e-08,0,-1326.34,12.1494,2.11004
349,0.34900000000000003,72,0.080153,8.40736e-05,0,-1310.93,11.9469,1.59938
350,0.35000000000000003,61,0.017764,3.27973e-08,0,-1295.63,11.6139,1.19466
351,0.35100000000000003,50,0.013614,2.26371e-08,0,-1280.46,11.1572,0.876894
352,0.352,42,0.0342,2.77224e-05,0,-1265.43,10.588,0.63071
353,0.353,36,0.010918,8.56424e-09,0,-1250.55,9.92111,0.443338
354,0.354,29,0.015338,4.0491e-09,0,-1235.81,9.17404,0.302941
355,0.355,23,0.055862,9.51112e-06,0,-1221.21,8.36647,0.200303
356,0.356,18,0.061997,2.1365e-05,0,-1206.74,7.51933,0.127398
357,0.357,15,0.014314,1.20094e-08,0,-1192.37,6.65421,0.0769992
358,0.358,11,0.020092,7.07196e-10,0,-1178.1,5.79282,0.0433113
