step,time_sec,barrier_active_samples,penalty_active_samples,barrier_solver_time_sec,penalty_solver_time_sec,barrier_energy_main,penalty_energy_main,barrier_energy_sub0,penalty_energy_sub0
985,0.985,25,0,0.094215,0.012232,-368.874,-41.2803,39.8435,1.24805
986,0.986,24,0,0.038742,0.011686,-364.419,-38.5483,36.6679,1.53877
987,0.987,23,0,0.067913,0.01545,-359.501,-35.8938,34.0375,1.83863
988,0.988,22,0,0.016334,0.01219,-354.097,-33.3267,31.9613,2.13771
989,0.989,22,0,0.051496,0.011492,-348.2,-30.8569,30.4312,2.4263
990,0.99,22,0,0.017234,0.01236,-341.82,-28.4943,29.4222,2.69521
991,0.991,19,0,0.026705,0.012607,-334.984,-26.2481,28.8929,2.93607
992,0.992,18,0,0.069997,0.013255,-327.736,-24.1267,28.7862,3.14153
993,0.993,18,0,0.018611,0.013086,-320.135,-22.1375,29.0321,3.30552
994,0.994,18,0,0.013589,0.011505,-312.251,-20.2867,29.5523,3.42336
995,0.995,17,0,0.028325,0.011858,-304.164,-18.5789,30.2638,3.49195
996,0.996,17,0,0.097997,0.011872,-295.957,-17.0172,31.0827,3.50978
997,0.997,15,0,0.04782,0.01109,-287.719,-15.6032,31.9272,3.47696
998,0.998,15,0,0.055117,0.011208,-279.534,-14.3368,32.7209,3.3952
999,0.999,14,0,0.031834,0.010552,-271.481,-13.216,33.3953,3.26771
1000,1.0,12,0,0.069677,0.009993,-263.63,-12.2379,33.8919,3.09905
1001,1.0010000000000001,12,0,0.051486,0.011346,-256.041,-11.3976,34.1641,2.89497
1002,1.002,12,0,0.015118,0.010881,-248.761,-10.6895,34.1789,2.66218
1003,1.0030000000000001,10,0,0.016118,0.01089,-241.825,-10.1067,33.9168,2.40813
1004,1.004,10,0,0.056092,0.010055,-235.252,-9.64167,33.3704,2.14074
1005,1.0050000000000001,9,0,0.025484,0.011278,-229.051,-9.28651,32.545,1.86816
1006,1.006,9,0,0.079679,0.011106,-223.218,-9.03296,31.4577,1.59847
1007,1.0070000000000001,9,0,0.012634,0.010177,-217.736,-8.87289,30.1351,1.33945
1008,1.008,8,0,0.01435,0.012023,-212.58,-8.79845,28.6113,1.09835
1009,1.0090000000000001,7,0,0.018723,0.014174,-207.717,-8.80235,26.9249,0.881664
1010,1.01,7,0,0.03632,0.011841,-203.108,-8.87804,25.1177,0.694971
1011,1.0110000000000001,6,0,0.014186,0.012525,-198.711,-9.01992,23.2334,0.54278
1012,1.012,6,0,0.066507,0.020056,-194.481,-9.22345,21.3157,0.428426
1013,1.0130000000000001,6,0,0.01464,0.015346,-190.374,-9.48529,19.4077,0.354012
1014,1.014,6,0,0.0117,0.01347,-186.347,-9.80332,17.5499,0.320382
1015,1.0150000000000001,5,0,0.067335,0.012539,-182.36,-10.1767,15.7793,0.327133
1016,1.016,4,0,0.07977,0.017993,-178.375,-10.6059,14.1284,0.372674
1017,1.0170000000000001,4,0,0.013104,0.012642,-174.363,-11.0925,12.6239,0.454303
1018,1.018,4,0,0.013148,0.013306,-170.294,-11.6392,11.2872,0.568325
1019,1.0190000000000001,4,0,0.013039,0.015803,-166.147,-12.2497,10.1352,0.71019
1020,1.02,4,0,0.140007,0.012483,-161.905,-12.9287,9.17965,0.874648
1021,1.0210000000000001,3,0,0.061765,0.011413,-157.556,-13.6814,8.42706,1.05592
1022,1.022,3,0,0.015239,0.012809,-153.093,-14.5137,7.87803,1.2479
1023,1.0230000000000001,3,0,0.094165,0.015267,-148.516,-15.4318,7.52814,1.44429
1024,1.024,3,0,0.010902,0.017565,-143.829,-16.4418,7.36837,1.63884
1025,1.025,3,0,0.028778,0.014501,-139.04,-17.5502,7.38541,1.82548
1026,1.026,3,0,0.014725,0.016386,-134.163,-18.7631,7.5621,1.99853
1027,1.027,3,0,0.012227,0.014378,-129.216,-20.0861,7.87796,2.15282
1028,1.028,2,0,0.044277,0.01284,-124.219,-21.5245,8.30982,2.28382
1029,1.029,2,0,0.017755,0.013201,-119.197,-23.0828,8.8325,2.38779
1030,1.03,2,0,0.010334,0.0148,-114.175,-24.7648,9.42019,2.46183
1031,1.031,2,0,0.072447,0.013693,-109.178,-26.5734,10.0474,2.504
1032,1.032,2,0,0.009193,0.013767,-104.234,-28.5105,10.6899,2.51327
1033,1.033,1,0,0.012418,0.014241,-99.3661,-30.5772,11.3251,2.48965
1034,1.034,1,0,0.009823,0.015005,-94.5997,-32.7734,11.9329,2.43405
1035,1.035,1,0,0.025195,0.016076,-89.9554,-35.0983,12.4958,2.34835
1036,1.036,1,0,0.011115,0.012155,-85.4508,-37.5498,12.9994,2.23525
1037,1.037,1,0,0.011771,0.011931,-81.1005,-40.1254,13.4322,2.09823
1038,1.038,1,0,0.010673,0.01385,-76.9164,-42.8214,13.785,1.94141
1039,1.039,1,0,0.044519,0.016415,-72.9076,-45.6337,14.0509,1.76945
1040,1.04,1,0,0.034689,0.013761,-69.0812,-48.5577,14.2253,1.58735
1041,1.041,1,0,0.090923,0.014303,-65.442,-51.5882,14.3053,1.4004
1042,1.042,1,0,0.018957,0.013001,-61.993,-54.72,14.2898,1.2139
1043,1.043,1,0,0.014092,0.040027,-58.7354,-57.9477,14.1795,1.03312
1044,1.044,1,0,0.066994,0.016128,-55.6687,-61.266,13.9768,0.863065
1045,1.045,1,0,0.015738,0.0148,-52.7907,-64.6698,13.6854,0.708354
1046,1.046,1,0,0.033615,0.015054,-50.0977,-68.1546,13.3111,0.573106
1047,1.047,1,0,0.014983,0.01456,-47.5841,-71.7161,12.8611,0.460804
1048,1.048,1,0,0.01436,0.013059,-45.2428,-75.3509,12.3443,0.374207
1049,1.049,1,0,0.056642,0.016948,-43.065,-79.0561,11.7713,0.315275
1050,1.05,1,0,0.011349,0.01369,-41.0401,-82.8299,11.154,0.285118
1051,1.051,1,0,0.012227,0.013145,-39.156,-86.671,10.5057,0.283977
1052,1.052,1,0,0.011451,0.012688,-37.3995,-90.5793,9.84094,0.311219
1053,1.053,1,0,0.011556,0.010769,-35.7559,-94.5554,9.1747,0.365374
1054,1.054,1,0,0.058715,0.014331,-34.2101,-98.6008,8.52238,0.44418
1055,1.055,1,0,0.011268,0.012119,-32.7465,-102.718,7.89921,0.544665
1056,1.056,1,0,0.094708,0.013244,-31.3498,-106.909,7.31971,0.663237
1057,1.057,1,0,0.050084,0.011404,-30.0052,-111.179,6.79723,0.795806
1058,1.058,1,0,0.011392,0.012908,-28.6993,-115.531,6.34346,0.937903
1059,1.059,1,0,0.016679,0.013106,-27.4203,-119.97,5.96801,1.08483
1060,1.06,1,0,0.046689,0.012104,-26.1585,-124.5,5.67807,1.23178
1061,1.061,1,0,0.024038,0.014422,-24.9064,-129.127,5.47817,1.37402
1062,1.062,1,0,0.012552,0.012304,-23.6597,-133.855,5.37004,1.507
1063,1.063,1,0,0.011891,0.012612,-22.4165,-138.688,5.35259,1.6265
1064,1.064,1,0,0.011728,0.01276,-21.1778,-143.632,5.422,1.72878
1065,1.065,1,0,0.084154,0.013832,-19.9475,-148.689,5.5719,1.81063
1066,1.066,1,0,0.039576,0.071169,-18.7321,-153.863,5.79364,1.86953
1067,1.067,1,0,0.009972,0.013428,-17.5401,-159.157,6.07666,1.90368
1068,1.068,1,0,0.009616,0.014257,-16.3822,-164.572,6.40884,1.91206
1069,1.069,1,0,0.044927,0.014817,-15.2706,-170.11,6.77701,1.89444
1070,1.07,1,0,0.064235,0.018802,-14.2185,-175.77,7.16737,1.85143
1071,1.071,1,0,0.043231,0.015779,-13.2397,-181.552,7.56597,1.78437
1072,1.072,1,0,0.009442,0.014817,-12.3483,-187.455,7.95915,1.69538
1073,1.073,1,0,0.009214,0.014822,-11.5579,-193.476,8.33399,1.5872
1074,1.074,1,0,0.010236,0.014834,-10.8814,-199.612,8.67869,1.46315
1075,1.075,1,0,0.008966,0.015304,-10.3306,-205.861,8.98286,1.32703
1076,1.076,1,0,0.009383,0.014066,-9.91586,-212.219,9.23783,1.18294
1077,1.077,1,0,0.011364,0.014923,-9.64579,-218.681,9.43684,1.03522
1078,1.078,1,0,0.010878,0.013238,-9.52706,-225.243,9.57514,0.88828
1079,1.079,1,0,0.011808,0.012732,-9.56429,-231.9,9.65006,0.746444
1080,1.08,1,0,0.047914,0.012492,-9.76,-238.649,9.661,0.613851
1081,1.081,1,0,0.040613,0.010302,-10.1146,-245.485,9.60937,0.494309
1082,1.082,1,0,0.054977,0.010541,-10.6266,-252.404,9.4984,0.39118
1083,1.083,1,0,0.099737,0.052695,-11.2925,-259.402,9.33299,0.307284
1084,1.084,1,0,0.057347,0.020294,-12.1071,-266.478,9.11951,0.244809
1085,1.085,1,0,0.097626,0.015594,-13.064,-273.628,8.86549,0.205252
1086,1.086,1,0,0.022803,0.016497,-14.1553,-280.852,8.57941,0.189377
1087,1.087,1,0,0.020575,0.016758,-15.3724,-288.148,8.27039,0.197197
1088,1.088,1,0,0.038604,0.013981,-16.706,-295.517,7.9479,0.227982
1089,1.089,1,0,0.050698,0.013331,-18.1464,-302.959,7.62155,0.280283
1090,1.09,1,0,0.046364,0.012511,-19.6838,-310.475,7.30075,0.351992
1091,1.091,1,0,0.144909,0.020119,-21.3087,-318.069,6.99454,0.440405
1092,1.092,1,0,0.07645,0.012999,-23.0118,-325.741,6.71134,0.542321
1093,1.093,1,0,0.049032,0.01302,-24.7846,-333.497,6.45878,0.654141
1094,1.094,1,0,0.012402,0.013792,-26.6195,-341.339,6.24351,0.771989
1095,1.095,1,0,0.04597,0.016894,-28.5096,-349.271,6.07112,0.891838
1096,1.096,1,0,0.021954,0.066183,-30.4494,-357.298,5.94596,1.00963
1097,1.097,2,0,0.091691,0.023,-32.4344,-365.423,5.87112,1.12143
1098,1.098,2,0,0.010637,0.012868,-34.4614,-373.651,5.84871,1.22351
1099,1.099,3,0,0.085972,0.014372,-36.5286,-381.984,5.87932,1.31251
1100,1.1,3,0,0.011205,0.013869,-38.6354,-390.428,5.96214,1.38549
1101,1.101,3,0,0.023604,0.013314,-40.7795,-398.983,6.09506,1.4401
1102,1.102,3,0,0.010828,0.015963,-42.9602,-407.654,6.27503,1.47454
1103,1.103,3,0,0.01113,0.016158,-45.1798,-416.441,6.49852,1.48773
1104,1.104,3,0,0.090579,0.016474,-47.4436,-425.346,6.76145,1.47924
1105,1.105,3,0,0.011459,0.014923,-49.7583,-434.37,7.05885,1.44937
1106,1.106,3,0,0.02663,0.015606,-52.1309,-443.511,7.38462,1.39907
1107,1.107,3,0,0.021183,0.014377,-54.5681,-452.769,7.73162,1.32996
1108,1.108,3,0,0.014308,0.01485,-57.0767,-462.142,8.09214,1.24424
1109,1.109,3,0,0.04218,0.016526,-59.6634,-471.628,8.45847,1.14463
1110,1.11,3,0,0.012307,0.013549,-62.3348,-481.225,8.82353,1.03425
1111,1.111,3,0,0.025356,0.014522,-65.0973,-490.929,9.18127,0.916549
1112,1.112,3,0,0.01335,0.021446,-67.9564,-500.736,9.52689,0.795176
1113,1.113,3,0,0.086048,0.021089,-70.9165,-510.644,9.85697,0.673852
1114,1.114,3,0,0.065402,0.015132,-73.9811,-520.648,10.1694,0.556266
1115,1.115,3,0,0.063678,0.014418,-77.1523,-530.744,10.4632,0.445942
1116,1.116,3,0,0.013914,0.015449,-80.4309,-540.929,10.739,0.34614
1117,1.117,4,0,0.072985,0.018032,-83.8163,-551.2,10.9981,0.259746
1118,1.118,4,0,0.113972,0.012488,-87.3066,-561.554,11.2433,0.189186
1119,1.119,4,0,0.013256,0.01256,-90.8985,-571.988,11.4786,0.136355
1120,1.12,4,0,0.013538,0.012955,-94.5875,-582.501,11.7091,0.10256
1121,1.121,4,0,0.012474,0.013654,-98.3678,-593.091,11.9406,0.0884876
1122,1.122,4,1,0.032267,0.014825,-102.233,-603.757,12.1801,0.0941892
1123,1.123,5,1,0.012288,0.049427,-106.175,-614.499,12.4351,0.119083
1124,1.124,5,1,0.023124,0.019691,-110.186,-625.317,12.7137,0.16199
1125,1.125,6,1,0.07343,0.020352,-114.258,-636.212,13.0247,0.221173
1126,1.1260000000000001,6,2,0.013492,0.018736,-118.381,-647.185,13.3767,0.294405
1127,1.127,6,3,0.039268,0.016345,-122.546,-658.24,13.7784,0.379045
1128,1.1280000000000001,6,3,0.077438,0.020487,-126.744,-669.376,14.238,0.472143
1129,1.129,6,3,0.015252,0.015161,-130.966,-680.594,14.7626,0.570529
1130,1.1300000000000001,6,5,0.014909,0.01679,-135.204,-691.899,15.3586,0.670914
1131,1.131,6,6,0.08144,0.018114,-139.452,-703.295,16.031,0.770019
1132,1.1320000000000001,6,9,0.039522,0.024723,-143.703,-714.777,16.7836,0.864683
1133,1.133,7,9,0.013457,0.023877,-147.952,-726.349,17.619,0.951989
1134,1.1340000000000001,7,11,0.01341,0.021291,-152.196,-738.01,18.5394,1.02932
1135,1.135,8,13,0.021508,0.018459,-156.431,-749.763,19.5453,1.09446
1136,1.1360000000000001,8,14,0.015121,0.0172,-160.656,-761.606,20.6311,1.1457
1137,1.137,10,18,0.015718,0.045796,-164.859,-773.536,21.7937,1.18183
1138,1.1380000000000001,11,20,0.014839,0.031288,-169.034,-785.553,23.0354,1.20231
1139,1.139,12,26,0.049324,0.146112,-173.175,-797.648,24.3628,1.20712
1140,1.1400000000000001,12,27,0.062153,0.065029,-177.286,-809.82,25.7823,1.197
1141,1.141,13,31,0.036297,0.035155,-181.372,-822.056,27.2973,1.17318
1142,1.1420000000000001,13,34,0.062517,0.045106,-185.434,-834.358,28.9074,1.13759
1143,1.143,13,39,0.069618,0.029416,-189.473,-846.713,30.6083,1.09273
1144,1.1440000000000001,14,45,0.066217,0.032938,-193.489,-859.113,32.3937,1.04155
1145,1.145,16,48,0.05672,0.176651,-197.481,-871.546,34.2611,0.987763
1146,1.1460000000000001,18,57,0.050992,0.031707,-201.443,-883.996,36.2122,0.935191
1147,1.147,18,60,0.109067,0.113968,-205.36,-896.458,38.2495,0.888113
1148,1.1480000000000001,20,65,0.022059,0.027441,-209.19,-908.908,40.3816,0.85091
1149,1.149,21,69,0.018178,0.02655,-212.919,-921.34,42.6302,0.828121
1150,1.1500000000000001,23,73,0.016632,0.113813,-216.538,-933.739,45.0185,0.824567
1151,1.151,25,80,0.016438,0.110227,-220.037,-946.093,47.5597,0.84486
1152,1.1520000000000001,25,83,0.026628,0.040401,-223.378,-958.39,50.2542,0.893895
1153,1.153,25,92,0.018069,0.091147,-226.537,-970.612,53.1043,0.976127
1154,1.154,26,95,0.088974,0.125186,-229.552,-982.751,56.1164,1.09601
1155,1.155,27,102,0.095863,0.022372,-232.458,-994.783,59.2925,1.25756
1156,1.156,28,106,0.054999,0.022121,-235.269,-1006.7,62.6222,1.465
1157,1.157,30,112,0.020652,0.178576,-237.979,-1018.49,66.0897,1.72211
1158,1.158,31,118,0.044938,0.133001,-240.582,-1030.13,69.6832,2.03175
1159,1.159,31,124,0.034752,0.288172,-243.081,-1041.62,73.3912,2.3968
1160,1.16,32,131,0.109022,0.033307,-245.492,-1052.93,77.202,2.8201
1161,1.161,33,136,0.015402,0.042454,-247.829,-1064.05,81.103,3.30444
1162,1.162,33,145,0.016636,0.18128,-250.107,-1074.97,85.0826,3.85175
1163,1.163,34,149,0.126979,0.067978,-252.332,-1085.67,89.1267,4.46396
1164,1.164,35,156,0.072842,0.133237,-254.514,-1096.14,93.2248,5.14368
1165,1.165,36,164,0.050701,0.024951,-256.657,-1106.36,97.3679,5.89219
1166,1.166,36,172,0.04905,0.022452,-258.769,-1116.32,101.55,6.71271
1167,1.167,38,179,0.048984,0.021702,-260.853,-1125.99,105.767,7.60677
1168,1.168,39,188,0.016053,0.128624,-262.915,-1135.37,110.019,8.57692
1169,1.169,40,195,0.017348,0.021949,-264.951,-1144.44,114.304,9.62584
1170,1.17,43,203,0.052454,0.14838,-266.963,-1153.16,118.621,10.7561
1171,1.171,45,212,0.07414,0.107288,-268.949,-1161.54,122.972,11.9696
1172,1.172,45,224,0.016037,0.046439,-270.904,-1169.55,127.357,13.2695
1173,1.173,47,232,0.035333,0.119143,-272.826,-1177.17,131.779,14.6588
1174,1.174,48,243,0.017274,0.024664,-274.713,-1184.37,136.238,16.1403
1175,1.175,49,251,0.145635,0.038671,-276.561,-1191.14,140.736,17.7165
1176,1.176,49,262,0.019721,0.023997,-278.368,-1197.45,145.273,19.3903
1177,1.177,49,275,0.024798,0.03174,-280.131,-1203.29,149.849,21.1664
1178,1.178,51,282,0.056052,0.133458,-281.847,-1208.64,154.463,23.0484
1179,1.179,51,298,0.05705,0.037395,-283.514,-1213.45,159.112,25.0395
1180,1.18,51,307,0.047211,0.034246,-285.133,-1217.72,163.79,27.1422
1181,1.181,51,323,0.101835,0.107379,-286.708,-1221.42,168.491,29.3598
1182,1.182,52,339,0.025011,0.040236,-288.241,-1224.52,173.206,31.6946
1183,1.183,53,355,0.0174,0.114314,-289.74,-1226.99,177.926,34.1484
1184,1.184,53,370,0.018321,0.098976,-291.214,-1228.79,182.638,36.7225
1185,1.185,53,388,0.048485,0.039514,-292.672,-1229.89,187.33,39.4195
1186,1.186,55,402,0.025326,0.167006,-294.126,-1230.27,191.985,42.2405
1187,1.187,57,416,0.014652,0.063043,-295.592,-1229.89,196.587,45.1868
1188,1.188,57,436,0.019294,0.043033,-297.083,-1228.72,201.117,48.2609
1189,1.189,58,451,0.085691,0.135694,-298.599,-1226.74,205.552,51.4644
1190,1.19,59,471,0.015867,0.054528,-300.169,-1223.9,209.871,54.8002
1191,1.191,68,487,0.014103,0.231931,-301.816,-1220.19,214.056,58.2707
1192,1.192,71,504,0.03973,0.215419,-303.548,-1215.57,218.089,61.8783
1193,1.193,71,525,0.085358,0.045252,-305.131,-1210.04,221.993,65.6254
1194,1.194,71,541,0.015122,0.124667,-306.542,-1203.57,225.814,69.5152
1195,1.195,71,560,0.06117,0.061424,-308.05,-1196.13,229.57,73.5498
1196,1.196,71,579,0.038943,0.072551,-309.75,-1187.7,233.215,77.7316
1197,1.197,71,594,0.033447,0.04735,-311.623,-1178.28,236.691,82.0628
1198,1.198,71,611,0.012241,0.045629,-313.646,-1167.83,239.957,86.5473
1199,1.199,71,629,0.016702,0.197612,-315.815,-1156.37,242.991,91.1898
1200,1.2,72,648,0.023243,0.251885,-318.144,-1143.87,245.784,95.9984
1201,1.201,73,662,0.066992,0.088397,-320.643,-1130.34,248.331,100.979
1202,1.202,73,673,0.028539,0.272267,-323.323,-1115.76,250.635,106.139
1203,1.203,75,679,0.013647,0.062188,-326.187,-1100.15,252.699,111.482
1204,1.204,76,684,0.018497,0.048337,-329.222,-1083.54,254.525,117.013
1205,1.205,78,689,0.017938,0.199373,-332.276,-1065.97,256.136,122.738
1206,1.206,81,694,0.016848,0.042705,-335.401,-1047.48,257.585,128.666
1207,1.207,86,697,0.018106,0.053669,-338.665,-1028.14,258.912,134.802
1208,1.208,88,700,0.041478,0.140758,-342.021,-1007.98,260.105,141.153
1209,1.209,94,705,0.115392,0.062318,-345.233,-987.064,261.166,147.726
1210,1.21,101,711,0.022102,0.240368,-348.437,-965.436,262.161,154.526
1211,1.211,107,714,0.012347,0.265878,-351.694,-943.142,263.119,161.56
1212,1.212,112,720,0.012446,0.0836,-354.915,-920.228,264.037,168.832
1213,1.213,118,727,0.058607,0.045591,-357.944,-896.741,264.942,176.345
1214,1.214,126,731,0.03234,0.2024,-360.658,-872.722,265.904,184.102
1215,1.215,129,732,0.018246,0.056844,-362.973,-848.213,267.023,192.101
1216,1.216,135,734,0.014144,0.146655,-364.71,-823.259,268.396,200.335
1217,1.217,138,735,0.050296,0.043304,-365.983,-797.913,270.093,208.794
1218,1.218,142,736,0.035789,0.04284,-366.994,-772.223,272.112,217.464
1219,1.219,146,738,0.036003,0.047439,-367.816,-746.241,274.378,226.322
1220,1.22,152,738,0.046094,0.049803,-368.41,-720.017,276.819,235.346
1221,1.221,159,740,0.013844,0.150401,-368.742,-693.603,279.404,244.504
1222,1.222,162,741,0.023766,0.052879,-368.792,-667.054,282.126,253.762
1223,1.223,167,742,0.01588,0.0461,-368.545,-640.426,284.987,263.084
1224,1.224,171,744,0.030218,0.042544,-367.999,-613.775,287.973,272.429
1225,1.225,175,744,0.018627,0.061148,-367.169,-587.16,291.082,281.757
1226,1.226,182,745,0.015817,0.053176,-366.053,-560.64,294.319,291.022
1227,1.227,190,746,0.052374,0.053686,-364.652,-534.279,297.693,300.18
1228,1.228,194,748,0.039694,0.050409,-362.965,-508.139,301.214,309.183
1229,1.229,199,748,0.013418,0.045036,-360.991,-482.283,304.888,317.984
1230,1.23,205,751,0.126409,0.113399,-358.73,-456.778,308.715,326.535
1231,1.231,209,751,0.022537,0.064649,-356.18,-431.691,312.689,334.791
1232,1.232,212,752,0.012977,0.069895,-353.34,-407.084,316.802,342.706
1233,1.233,213,754,0.140764,0.051335,-350.211,-383.024,321.043,350.235
1234,1.234,214,757,0.098476,0.289618,-346.797,-359.579,325.396,357.339
1235,1.235,213,761,0.0138,0.260294,-343.107,-336.816,329.841,363.978
1236,1.236,214,761,0.0706,0.054657,-339.155,-314.795,334.358,370.119
1237,1.237,214,761,0.016521,0.06909,-334.955,-293.576,338.929,375.729
1238,1.238,214,762,0.038991,0.249716,-330.52,-273.222,343.535,380.782
1239,1.239,212,762,0.016352,0.059939,-325.875,-253.788,348.149,385.254
1240,1.24,213,762,0.01341,0.326918,-321.046,-235.328,352.743,389.126
1241,1.241,211,762,0.05309,0.04423,-316.057,-217.893,357.288,392.385
1242,1.242,209,762,0.012808,0.0571,-310.936,-201.529,361.758,395.019
1243,1.243,208,762,0.013788,0.062865,-305.706,-186.283,366.122,397.024
1244,1.244,209,763,0.01848,0.142213,-300.404,-172.194,370.348,398.4
1245,1.245,211,763,0.01801,0.185693,-295.062,-159.294,374.406,399.149
1246,1.246,211,763,0.019215,0.053739,-289.713,-147.614,378.266,399.281
1247,1.247,211,763,0.060086,0.044596,-284.389,-137.186,381.9,398.812
1248,1.248,211,763,0.015229,0.040417,-279.119,-128.035,385.301,397.763
1249,1.249,208,763,0.064563,0.065615,-273.914,-120.18,388.439,396.158
1250,1.25,208,763,0.014324,0.036467,-268.814,-113.639,391.287,394.025
1251,1.2510000000000001,203,763,0.014978,0.097577,-263.838,-108.426,393.827,391.397
1252,1.252,201,763,0.014655,0.042148,-259.002,-104.547,396.058,388.305
1253,1.2530000000000001,199,764,0.013231,0.038902,-254.311,-102.012,397.973,384.785
1254,1.254,198,763,0.060827,0.130689,-249.774,-100.824,399.561,380.876
1255,1.2550000000000001,196,763,0.013304,0.040513,-245.395,-100.98,400.815,376.616
1256,1.256,196,762,0.013312,0.217815,-241.192,-102.479,401.73,372.043
1257,1.2570000000000001,193,762,0.042809,0.084453,-237.17,-105.313,402.303,367.198
1258,1.258,190,762,0.013222,0.043174,-233.339,-109.478,402.539,362.117
1259,1.2590000000000001,188,762,0.013449,0.052781,-229.695,-114.963,402.43,356.838
1260,1.26,186,762,0.013439,0.192705,-226.255,-121.754,401.968,351.396
1261,1.2610000000000001,183,762,0.017832,0.293833,-223.024,-129.837,401.151,345.823
1262,1.262,183,762,0.013115,0.125285,-220.006,-139.191,399.978,340.15
1263,1.2630000000000001,179,763,0.022949,0.286782,-217.204,-149.797,398.45,334.404
1264,1.264,176,763,0.017502,0.158457,-214.62,-161.628,396.561,328.611
1265,1.2650000000000001,174,762,0.013175,0.048028,-212.262,-174.657,394.309,322.794
1266,1.266,169,762,0.067158,0.394236,-210.135,-188.853,391.689,316.976
1267,1.2670000000000001,168,762,0.013073,0.059139,-208.248,-204.185,388.7,311.176
1268,1.268,161,761,0.038564,0.286942,-206.607,-220.616,385.34,305.408
1269,1.2690000000000001,157,761,0.047694,0.043725,-205.218,-238.108,381.611,299.688
1270,1.27,156,761,0.013064,0.215016,-204.086,-256.618,377.512,294.023
1271,1.2710000000000001,151,760,0.013476,1.025238,-203.213,-276.101,373.048,288.422
1272,1.272,147,760,0.062611,0.15827,-202.599,-296.505,368.233,282.885
1273,1.2730000000000001,143,759,0.013126,0.076492,-202.239,-317.774,363.067,277.417
1274,1.274,140,757,0.047231,0.048413,-202.133,-339.866,357.553,272.017
1275,1.2750000000000001,136,754,0.018251,0.054033,-202.276,-362.723,351.701,266.682
1276,1.276,130,752,0.062606,0.046086,-202.662,-386.29,345.523,261.411
1277,1.2770000000000001,128,746,0.026925,0.116566,-203.289,-410.508,339.033,256.197
1278,1.278,123,745,0.070841,0.055666,-204.149,-435.319,332.245,251.036
1279,1.2790000000000001,120,740,0.048364,0.123065,-205.23,-460.672,325.178,245.919
1280,1.28,117,735,0.014549,0.20163,-206.518,-486.504,317.85,240.84
1281,1.281,112,733,0.017959,0.163154,-207.995,-512.758,310.281,235.79
1282,1.282,110,731,0.015258,0.06552,-209.644,-539.375,302.491,230.759
1283,1.283,105,729,0.01909,0.063356,-211.446,-566.29,294.5,225.736
1284,1.284,105,727,0.019123,0.061967,-213.385,-593.443,286.329,220.706
1285,1.285,100,725,0.012904,0.070605,-215.444,-620.767,278.001,215.656
1286,1.286,99,725,0.038809,0.053793,-217.609,-648.199,269.537,210.572
1287,1.287,98,724,0.031826,0.078454,-219.864,-675.675,260.962,205.443
1288,1.288,94,724,0.023747,0.053159,-222.182,-703.129,252.307,200.253
1289,1.289,94,723,0.109322,0.060022,-224.533,-730.496,243.611,194.993
1290,1.29,92,722,0.012472,0.055769,-226.881,-757.714,234.908,189.651
1291,1.291,85,722,0.012362,0.281591,-229.194,-784.719,226.227,184.219
1292,1.292,81,721,0.015323,0.047105,-231.446,-811.448,217.594,178.691
1293,1.293,78,721,0.05062,0.048626,-233.611,-837.841,209.033,173.062
1294,1.294,73,721,0.061727,0.045518,-235.667,-863.834,200.563,167.328
1295,1.295,70,721,0.081239,0.06191,-237.601,-889.366,192.203,161.492
1296,1.296,68,721,0.012422,0.089763,-239.4,-914.377,183.965,155.554
1297,1.297,67,721,0.037977,0.064881,-241.058,-938.81,175.859,149.52
1298,1.298,66,721,0.063384,0.049537,-242.567,-962.604,167.895,143.399
1299,1.299,64,721,0.012327,0.046779,-243.922,-985.704,160.079,137.2
1300,1.3,63,721,0.011881,0.162164,-245.121,-1008.06,152.419,130.939
1301,1.301,62,721,0.013542,0.112602,-246.16,-1029.61,144.921,124.629
1302,1.302,61,721,0.024317,0.183594,-247.033,-1050.31,137.594,118.289
1303,1.303,60,716,0.050781,0.048841,-247.737,-1070.1,130.444,111.94
1304,1.304,60,710,0.063657,0.047022,-248.265,-1088.95,123.481,105.604
1305,1.305,57,701,0.014164,0.048942,-248.613,-1106.81,116.712,99.3084
1306,1.306,56,697,0.01396,0.082154,-248.774,-1123.66,110.145,93.0812
1307,1.307,54,690,0.013785,0.187902,-248.746,-1139.48,103.784,86.9495
1308,1.308,47,688,0.013531,0.046744,-248.525,-1154.22,97.6329,80.9406
1309,1.309,40,678,0.016403,0.236111,-248.113,-1167.86,91.6932,75.0816
1310,1.31,36,675,0.015751,0.254655,-247.512,-1180.38,85.9647,69.3998
1311,1.311,34,667,0.100609,0.086006,-246.722,-1191.75,80.447,63.9209
1312,1.312,34,664,0.020424,0.088094,-245.744,-1201.96,75.1407,58.6701
1313,1.313,33,660,0.021499,0.118601,-244.579,-1210.98,70.048,53.6702
1314,1.314,32,656,0.046358,0.479566,-243.226,-1218.8,65.1728,48.9409
1315,1.315,30,652,0.012838,0.748729,-241.684,-1225.4,60.5203,44.4997
1316,1.316,30,648,0.012079,0.086458,-239.951,-1230.78,56.0962,40.3604
1317,1.317,30,639,0.016656,0.072364,-238.025,-1234.93,51.9058,36.5338
1318,1.318,29,633,0.019183,0.075034,-235.902,-1237.84,47.9553,33.0278
1319,1.319,29,622,0.020483,0.035083,-233.577,-1239.53,44.2518,29.8469
